,Folder,Horizontal,Vertical,Distances
1368,000669_01_02,0.898438,0.898438,1.0
1369,000669_01_03,0.598958,0.598958,1.0
1370,000669_02_02,0.8164060000000001,0.8164060000000001,1.0
1371,000669_03_01,0.9375,0.9375,1.0
1372,000669_03_02,0.9375,0.9375,1.0
1373,000669_04_01,0.8164060000000001,0.8164060000000001,1.0
1374,000670_02_02,0.78125,0.78125,1.0
1375,000671_03_01,0.78125,0.78125,1.0
1376,000672_01_01,0.789062,0.789062,1.0
1377,000672_04_02,0.732422,0.732422,1.0
1378,000672_05_02,0.7246090000000001,0.7246090000000001,1.0
1379,000672_06_02,0.78125,0.78125,1.0
1380,000674_02_01,0.78125,0.78125,1.0
1381,000674_03_01,0.6601560000000001,0.6601560000000001,1.0
1382,000674_03_02,0.6601560000000001,0.6601560000000001,1.0
1383,000678_04_01,0.859375,0.859375,1.0
1384,000679_01_02,0.835938,0.835938,1.0
1385,000679_02_02,0.78125,0.78125,1.0
1386,000680_01_01,0.763672,0.763672,1.0
1387,000680_03_01,0.8164060000000001,0.8164060000000001,1.0
1388,000680_04_01,0.78125,0.78125,1.0
1389,000680_04_02,0.78125,0.78125,1.0
1390,000681_02_01,0.6914060000000001,0.6914060000000001,1.0
1391,000683_01_01,0.8085939999999999,0.8085939999999999,1.0
1392,000683_01_02,0.8085939999999999,0.8085939999999999,1.0
1393,000684_01_01,0.7617189999999999,0.7617189999999999,1.0
1394,000685_01_01,0.742188,0.742188,1.0
1395,000685_02_01,0.742188,0.742188,1.0
1396,000685_03_01,0.859375,0.859375,1.0
1397,000685_04_01,0.78125,0.78125,1.0
1398,000685_05_01,0.78125,0.78125,1.0
1399,000685_06_01,0.6679689999999999,0.6679689999999999,1.0
1400,000685_07_01,0.820312,0.820312,1.0
1401,000688_04_02,0.732422,0.732422,1.0
1402,000688_05_02,0.732422,0.732422,1.0
1403,000689_01_01,0.8164060000000001,0.8164060000000001,1.0
1404,000689_02_01,0.8164060000000001,0.8164060000000001,1.0
1405,000689_03_01,0.773438,0.773438,1.0
1406,000689_04_02,0.8261719999999999,0.8261719999999999,1.0
1407,000689_05_02,0.8574219999999999,0.8574219999999999,1.0
1408,000689_06_02,0.8183590000000001,0.8183590000000001,1.0
1409,000689_07_01,0.976562,0.976562,1.0
1410,000692_01_01,0.976562,0.976562,1.0
1411,000693_02_02,0.78125,0.78125,1.0
1412,000694_01_01,0.78125,0.78125,1.0
1413,000694_01_02,0.78125,0.78125,1.0
1414,000694_02_01,0.6679689999999999,0.6679689999999999,1.0
1415,000695_01_01,0.7809999999999999,0.7809999999999999,1.0
1416,000696_02_01,0.625,0.625,1.0
1417,000696_03_02,0.625,0.625,1.0
1418,000696_04_01,0.703125,0.703125,1.0
1419,000696_04_02,0.703125,0.703125,1.0
1420,000696_05_01,0.6347659999999999,0.6347659999999999,1.0
1421,000696_06_01,0.585938,0.585938,1.0
1422,000696_07_01,0.585938,0.585938,1.0
1423,000696_08_01,0.664062,0.664062,1.0
1424,000697_01_01,0.742188,0.742188,1.0
1425,000697_04_01,0.820312,0.820312,1.0
1426,000698_02_01,0.488281,0.488281,1.0
1427,000699_02_01,0.7148439999999999,0.7148439999999999,1.0
1428,000700_01_02,0.7128909999999999,0.7128909999999999,1.0
1429,000701_01_01,0.976562,0.976562,1.0
1430,000702_01_01,0.84375,0.84375,1.0
1431,000702_01_02,0.8457030000000001,0.8457030000000001,1.0
1432,000707_01_01,0.851562,0.851562,1.0
1433,000707_01_02,0.957031,0.957031,1.0
1434,000708_01_01,0.976562,0.976562,1.0
1435,000708_03_01,0.976562,0.976562,1.0
1436,000709_01_01,0.7128909999999999,0.7128909999999999,1.0
1437,000709_02_01,0.859375,0.859375,1.0
1438,000710_01_01,0.779297,0.779297,1.0
1439,000710_02_02,0.820312,0.820312,1.0
1440,000710_04_02,0.6914060000000001,0.6914060000000001,1.0
1441,000711_02_01,0.859375,0.859375,1.0
1442,000711_07_02,0.8085939999999999,0.8085939999999999,1.0
1443,000713_02_01,0.742188,0.742188,1.0
1444,000713_02_02,0.742188,0.742188,1.0
1445,000714_01_01,0.8886719999999999,0.8886719999999999,1.0
1446,000715_01_01,0.898438,0.898438,1.0
1447,000717_01_02,0.859375,0.859375,1.0
1448,000718_02_02,0.679688,0.679688,1.0
1449,000720_01_01,0.78125,0.78125,1.0
1450,000720_02_01,0.8125,0.8125,1.0
1451,000720_03_02,0.820312,0.820312,1.0
1452,000720_05_01,0.898438,0.898438,1.0
1453,000721_01_01,0.705078,0.705078,1.0
1454,000721_02_01,0.732422,0.732422,1.0
1455,000721_03_01,0.664062,0.664062,1.0
1456,000721_03_02,0.664062,0.664062,1.0
1457,000721_05_01,0.6835939999999999,0.6835939999999999,1.0
1458,000722_01_01,0.882812,0.882812,1.0
1459,000722_01_02,0.882812,0.882812,1.0
1460,000722_02_02,0.78125,0.78125,1.0
1461,000722_03_02,0.824219,0.824219,1.0
1462,000722_04_02,0.820312,0.820312,1.0
1463,000722_05_01,0.894531,0.894531,1.0
1464,000722_06_01,0.8808590000000001,0.8808590000000001,1.0
1465,000722_07_01,0.703125,0.703125,1.0
1466,000722_07_02,0.703125,0.703125,1.0
1467,000723_01_01,0.820312,0.820312,1.0
1468,000723_01_02,0.820312,0.820312,1.0
1469,000724_01_02,0.859375,0.859375,1.0
1470,000727_01_02,0.6914060000000001,0.6914060000000001,1.0
1471,000727_01_03,0.6914060000000001,0.6914060000000001,1.0
1472,000730_01_02,0.6914060000000001,0.6914060000000001,1.0
1473,000730_03_02,0.820312,0.820312,1.0
1474,000730_04_01,0.898438,0.898438,1.0
1475,000731_01_02,0.333984,0.333984,1.0
1476,000732_02_01,0.742188,0.742188,1.0
1477,000732_03_01,0.6132810000000001,0.6132810000000001,1.0
1478,000732_04_01,0.710938,0.710938,1.0
1479,000732_05_01,0.6835939999999999,0.6835939999999999,1.0
1480,000732_05_02,0.6835939999999999,0.6835939999999999,1.0
1481,000732_07_02,0.703125,0.703125,1.0
1482,000732_08_01,0.5976560000000001,0.5976560000000001,1.0
1483,000732_08_03,0.6835939999999999,0.6835939999999999,1.0
1484,000732_08_04,0.6835939999999999,0.6835939999999999,1.0
1485,000732_09_02,0.78125,0.78125,1.0
1486,000732_10_02,0.710938,0.710938,1.0
1487,000733_02_01,0.664062,0.664062,1.0
1488,000733_03_01,0.859375,0.859375,1.0
1489,000733_05_02,0.585938,0.585938,1.0
1490,000733_07_01,0.9375,0.9375,1.0
1491,000734_01_01,0.7809999999999999,0.7809999999999999,1.0
1492,000735_02_01,0.976562,0.976562,1.0
1493,000735_03_01,0.7597659999999999,0.7597659999999999,1.0
1494,000737_01_02,0.976562,0.976562,1.0
1495,000737_02_02,0.9082030000000001,0.9082030000000001,1.0
1496,000737_03_02,0.976562,0.976562,1.0
1497,000737_03_03,0.976562,0.976562,1.0
1498,000737_04_01,0.976562,0.976562,1.0
1499,000737_04_02,0.976562,0.976562,1.0
1500,000738_01_01,0.7809999999999999,0.7809999999999999,1.0
1501,000738_02_01,0.664062,0.664062,1.0
1502,000738_03_01,0.8164060000000001,0.8164060000000001,1.0
1503,000738_04_01,0.8164060000000001,0.8164060000000001,1.0
1504,000740_01_02,0.6914060000000001,0.6914060000000001,1.0
1505,000741_01_01,0.8730469999999999,0.8730469999999999,1.0
1506,000742_01_01,0.6914060000000001,0.6914060000000001,1.0
1507,000742_03_02,0.8164060000000001,0.8164060000000001,1.0
1508,000742_04_01,0.78125,0.78125,1.0
1509,000742_05_02,0.8164060000000001,0.8164060000000001,1.0
1510,000743_01_02,0.515625,0.515625,1.0
1511,000743_02_02,0.585938,0.585938,1.0
1512,000743_04_01,0.576172,0.576172,1.0
1513,000743_05_01,0.625,0.625,1.0
1514,000744_01_01,0.976562,0.976562,1.0
1515,000745_01_01,0.9160159999999999,0.9160159999999999,1.0
1516,000747_01_01,0.882812,0.882812,1.0
1517,000747_02_02,0.78125,0.78125,1.0
1518,000747_02_03,0.78125,0.78125,1.0
1519,000747_03_02,0.794922,0.794922,1.0
1520,000747_03_03,0.794922,0.794922,1.0
1521,000747_05_02,0.8164060000000001,0.8164060000000001,1.0
1522,000747_06_02,0.8164060000000001,0.8164060000000001,1.0
1523,000748_05_02,0.820312,0.820312,1.0
1524,000748_06_02,0.779297,0.779297,1.0
1525,000748_06_03,0.779297,0.779297,1.0
1526,000749_03_01,0.7597659999999999,0.7597659999999999,1.0
1527,000749_03_02,0.7597659999999999,0.7597659999999999,1.0
1528,000749_04_02,0.6835939999999999,0.6835939999999999,1.0
1529,000749_05_02,0.726562,0.726562,1.0
1530,000749_05_03,0.726562,0.726562,1.0
1531,000749_06_02,0.732422,0.732422,1.0
1532,000753_01_01,0.898438,0.898438,1.0
1533,000753_02_01,0.9375,0.9375,1.0
1534,000755_01_02,0.820312,0.820312,1.0
1535,000756_01_02,0.78125,0.78125,1.0
1536,000756_02_02,0.664062,0.664062,1.0
1537,000756_03_02,0.6914060000000001,0.6914060000000001,1.0
1538,000756_04_01,0.6914060000000001,0.6914060000000001,1.0
1539,000756_04_02,0.6914060000000001,0.6914060000000001,1.0
1540,000756_06_02,0.6914060000000001,0.6914060000000001,1.0
1541,000756_07_02,0.7070310000000001,0.7070310000000001,1.0
1542,000756_08_02,0.664062,0.664062,1.0
1543,000756_09_02,0.6132810000000001,0.6132810000000001,1.0
1544,000757_01_01,0.8164060000000001,0.8164060000000001,1.0
1545,000759_05_01,0.9375,0.9375,1.0
1546,000760_02_01,0.859375,0.859375,1.0
1547,000760_04_02,0.78125,0.78125,1.0
1548,000760_07_02,0.8164060000000001,0.8164060000000001,1.0
1549,000760_08_02,0.8085939999999999,0.8085939999999999,1.0
1550,000760_09_02,0.898438,0.898438,1.0
1551,000760_09_03,0.898438,0.898438,1.0
1552,000760_10_02,0.8261719999999999,0.8261719999999999,1.0
1553,000762_01_01,0.976562,0.976562,1.0
1554,000762_01_02,0.976562,0.976562,1.0
1555,000763_01_02,0.6914060000000001,0.6914060000000001,1.0
1556,000765_01_01,0.6914060000000001,0.6914060000000001,1.0
1557,000765_02_02,0.7402340000000001,0.7402340000000001,1.0
1558,000765_03_02,0.7128909999999999,0.7128909999999999,1.0
1559,000766_01_02,0.820312,0.820312,1.0
1560,000766_09_02,0.9375,0.9375,1.0
1561,000767_02_01,0.669922,0.669922,1.0
1562,000767_03_01,0.732422,0.732422,1.0
1563,000767_04_01,0.6210939999999999,0.6210939999999999,1.0
1564,000767_05_01,0.664062,0.664062,1.0
1565,000767_06_01,0.585938,0.585938,1.0
1566,000767_07_01,0.6464840000000001,0.6464840000000001,1.0
1567,000769_01_02,0.732422,0.732422,1.0
1568,000769_05_01,0.455729,0.455729,1.0
1569,000769_06_01,0.71875,0.71875,1.0
1570,000770_01_02,0.6914060000000001,0.6914060000000001,1.0
1571,000772_06_01,0.976562,0.976562,1.0
1572,000773_01_02,0.78125,0.78125,1.0
1573,000773_01_03,0.78125,0.78125,1.0
1574,000773_02_02,0.8085939999999999,0.8085939999999999,1.0
1575,000773_03_01,0.78125,0.78125,1.0
1576,000773_03_02,0.78125,0.78125,1.0
1577,000774_01_01,0.8007810000000001,0.8007810000000001,1.0
1578,000774_02_02,0.9375,0.9375,1.0
1579,000778_01_01,0.859375,0.859375,1.0
1580,000779_01_02,0.7226560000000001,0.7226560000000001,1.0
1581,000780_01_01,0.78125,0.78125,1.0
1582,000780_02_01,0.78125,0.78125,1.0
1583,000781_03_01,0.78125,0.78125,1.0
1584,000782_02_01,0.917969,0.917969,1.0
1585,000784_01_02,0.732422,0.732422,1.0
1586,000784_01_03,0.732422,0.732422,1.0
1587,000784_02_02,0.763672,0.763672,1.0
1588,000784_03_01,0.748047,0.748047,1.0
1589,000784_04_01,0.859375,0.859375,1.0
1590,000784_05_02,0.859375,0.859375,1.0
1591,000784_06_02,0.6914060000000001,0.6914060000000001,1.0
1592,000785_01_02,0.742188,0.742188,1.0
1593,000785_02_02,0.8222659999999999,0.8222659999999999,1.0
1594,000785_03_02,0.8574219999999999,0.8574219999999999,1.0
1595,000785_04_02,0.796875,0.796875,1.0
1596,000789_04_01,0.8164060000000001,0.8164060000000001,1.0
1597,000789_05_01,0.6777340000000001,0.6777340000000001,1.0
1598,000790_01_02,0.933594,0.933594,1.0
1599,000790_01_03,0.933594,0.933594,1.0
1600,000791_01_02,0.679688,0.679688,1.0
1601,000791_02_02,0.783203,0.783203,1.0
1602,000791_03_02,0.742188,0.742188,1.0
1603,000791_05_02,0.78125,0.78125,1.0
1604,000791_06_02,0.742188,0.742188,1.0
1605,000794_02_01,0.679688,0.679688,1.0
1606,000797_04_01,0.69,0.69,1.0
1607,000798_01_01,0.871094,0.871094,1.0
1608,000798_01_02,0.871094,0.871094,1.0
1609,000799_01_01,0.6308590000000001,0.6308590000000001,1.0
1610,000799_02_01,0.6289060000000001,0.6289060000000001,1.0
1611,000799_03_01,0.585938,0.585938,1.0
1612,000799_04_01,0.6914060000000001,0.6914060000000001,1.0
1613,000799_04_02,0.6914060000000001,0.6914060000000001,1.0
1614,000799_06_02,0.664062,0.664062,1.0
1615,000800_01_01,0.6914060000000001,0.6914060000000001,1.0
1616,000800_02_02,0.742188,0.742188,1.0
1617,000800_08_02,0.8769530000000001,0.8769530000000001,1.0
1618,000800_09_02,0.7128909999999999,0.7128909999999999,1.0
1619,000801_01_01,0.8574219999999999,0.8574219999999999,1.0
1620,000801_02_02,0.914062,0.914062,1.0
1621,000803_05_01,0.976562,0.976562,1.0
1622,000804_01_02,0.742188,0.742188,1.0
1623,000804_02_01,0.7539060000000001,0.7539060000000001,1.0
1624,000805_01_01,0.773438,0.773438,1.0
1625,000806_03_01,0.820312,0.820312,1.0
1626,000806_03_02,0.820312,0.820312,1.0
1627,000808_03_01,0.664062,0.664062,1.0
1628,000808_03_02,0.5097659999999999,0.5097659999999999,1.0
1629,000808_04_01,0.6914060000000001,0.6914060000000001,1.0
1630,000809_01_01,0.902344,0.902344,1.0
1631,000809_01_02,0.902344,0.902344,1.0
1632,000809_01_03,0.902344,0.902344,1.0
1633,000809_02_02,0.732422,0.732422,1.0
1634,000809_03_02,0.859375,0.859375,1.0
1635,000809_04_01,0.6992189999999999,0.6992189999999999,1.0
1636,000810_01_02,0.976562,0.976562,1.0
1637,000812_03_01,0.6816409999999999,0.6816409999999999,1.0
1638,000813_03_02,0.90625,0.90625,1.0
1639,000813_09_02,0.820312,0.820312,1.0
1640,000813_11_02,0.820312,0.820312,1.0
1641,000813_13_02,0.78125,0.78125,1.0
1642,000813_15_02,0.6914060000000001,0.6914060000000001,1.0
1643,000813_17_02,0.9375,0.9375,1.0
1644,000814_01_02,0.578125,0.578125,1.0
1645,000814_02_02,0.546875,0.546875,1.0
1646,000815_01_02,0.917969,0.917969,1.0
1647,000815_02_01,0.9375,0.9375,1.0
1648,000815_02_02,0.9375,0.9375,1.0
1649,000816_01_01,0.701172,0.701172,1.0
1650,000816_01_02,0.701172,0.701172,1.0
1651,000817_03_02,0.782,0.782,1.0
1652,000818_04_02,0.78125,0.78125,1.0
1653,000818_05_02,0.665,0.665,1.0
1654,000819_04_01,0.7558590000000001,0.7558590000000001,1.0
1655,000819_07_02,0.859375,0.859375,1.0
1656,000819_08_01,0.8164060000000001,0.8164060000000001,1.0
1657,000819_09_02,0.6992189999999999,0.6992189999999999,1.0
1658,000820_03_01,0.859375,0.859375,1.0
1659,000820_04_02,0.898438,0.898438,1.0
1660,000820_05_01,0.859375,0.859375,1.0
1661,000821_02_01,0.546875,0.546875,1.0
1662,000822_02_02,0.732422,0.732422,1.0
1663,000825_01_01,0.976562,0.976562,1.0
1664,000825_01_02,0.976562,0.976562,1.0
1665,000825_04_02,0.871094,0.871094,1.0
1666,000826_01_02,0.8574219999999999,0.8574219999999999,1.0
1667,000826_01_03,0.8574219999999999,0.8574219999999999,1.0
1668,000826_02_02,0.898438,0.898438,1.0
1669,000826_03_01,0.976562,0.976562,1.0
1670,000826_03_02,0.976562,0.976562,1.0
1671,000826_04_01,0.859375,0.859375,1.0
1672,000826_04_02,0.859375,0.859375,1.0
1673,000829_01_01,0.6914060000000001,0.6914060000000001,1.0
1674,000834_02_01,0.859375,0.859375,1.0
1675,000834_03_01,0.7851560000000001,0.7851560000000001,1.0
1676,000834_03_02,0.7851560000000001,0.7851560000000001,1.0
1677,000834_04_01,0.763672,0.763672,1.0
1678,000834_05_01,0.7809999999999999,0.7809999999999999,1.0
1679,000834_06_01,0.898438,0.898438,1.0
1680,000834_07_01,0.859375,0.859375,1.0
1681,000834_08_01,0.8125,0.8125,1.0
1682,000836_01_01,0.914062,0.914062,1.0
1683,000836_02_02,0.863281,0.863281,1.0
1684,000838_01_02,0.847656,0.847656,1.0
1685,000838_02_02,0.8164060000000001,0.8164060000000001,1.0
1686,000839_02_02,0.898438,0.898438,1.0
1687,000842_01_02,0.9316409999999999,0.9316409999999999,1.0
1688,000843_01_01,0.9375,0.9375,1.0
1689,000844_01_01,0.859375,0.859375,1.0
1690,000845_02_01,0.8164060000000001,0.8164060000000001,1.0
1691,000845_04_01,0.742188,0.742188,1.0
1692,000846_01_01,0.9375,0.9375,1.0
1693,000847_01_02,0.742188,0.742188,1.0
1694,000848_01_01,0.7440000000000001,0.7440000000000001,1.0
1695,000848_02_01,0.6914060000000001,0.6914060000000001,1.0
1696,000848_02_02,0.6914060000000001,0.6914060000000001,1.0
1697,000848_03_02,0.78125,0.78125,1.0
1698,000848_03_03,0.78125,0.78125,1.0
1699,000848_04_02,0.767578,0.767578,1.0
1700,000849_01_01,0.78125,0.78125,1.0
1701,000851_02_01,0.488281,0.488281,1.0
1702,000851_03_01,0.488281,0.488281,1.0
1703,000851_04_01,0.470703,0.470703,1.0
1704,000851_05_02,0.546875,0.546875,1.0
1705,000851_06_01,0.513672,0.513672,1.0
1706,000851_07_01,0.478516,0.478516,1.0
1707,000851_08_01,0.5039060000000001,0.5039060000000001,1.0
1708,000852_02_01,0.6914060000000001,0.6914060000000001,1.0
1709,000852_03_01,0.8164060000000001,0.8164060000000001,1.0
1710,000852_04_01,0.8164060000000001,0.8164060000000001,1.0
1711,000852_05_01,0.710938,0.710938,1.0
1712,000852_05_02,0.710938,0.710938,1.0
1713,000853_01_02,0.8769530000000001,0.8769530000000001,1.0
1714,000853_02_02,0.78125,0.78125,1.0
1715,000856_01_01,0.734375,0.734375,1.0
1716,000856_01_02,0.734375,0.734375,1.0
1717,000858_01_01,0.898438,0.898438,1.0
1718,000859_02_01,0.859375,0.859375,1.0
1719,000862_02_01,0.6914060000000001,0.6914060000000001,1.0
1720,000862_02_02,0.6914060000000001,0.6914060000000001,1.0
1721,000862_03_02,0.703125,0.703125,1.0
1722,000862_04_01,0.642578,0.642578,1.0
1723,000863_01_01,0.976562,0.976562,1.0
1724,000863_06_01,0.732422,0.732422,1.0
1725,000865_01_02,0.976562,0.976562,1.0
1726,000865_02_02,0.8164060000000001,0.8164060000000001,1.0
1727,000865_03_01,0.779297,0.779297,1.0
1728,000865_04_01,0.7809999999999999,0.7809999999999999,1.0
1729,000865_04_02,0.7809999999999999,0.7809999999999999,1.0
1730,000865_05_02,0.7809999999999999,0.7809999999999999,1.0
1731,000865_05_03,0.7809999999999999,0.7809999999999999,1.0
1732,000865_06_02,0.782,0.782,1.0
1733,000865_07_01,0.8574219999999999,0.8574219999999999,1.0
1734,000865_07_02,0.8574219999999999,0.8574219999999999,1.0
1735,000866_01_01,0.8125,0.8125,1.0
1736,000868_04_02,0.6914060000000001,0.6914060000000001,1.0
1737,000868_04_03,0.6914060000000001,0.6914060000000001,1.0
1738,000868_05_01,0.7809999999999999,0.7809999999999999,1.0
1739,000868_05_02,0.7809999999999999,0.7809999999999999,1.0
1740,000871_01_01,0.976562,0.976562,1.0
1741,000873_01_02,0.875,0.875,1.0
1742,000873_02_01,0.7695310000000001,0.7695310000000001,1.0
1743,000873_03_02,0.773438,0.773438,1.0
1744,000873_03_03,0.773438,0.773438,1.0
1745,000874_01_01,0.7148439999999999,0.7148439999999999,1.0
1746,000874_01_02,0.7148439999999999,0.7148439999999999,1.0
1747,000874_02_01,0.820312,0.820312,1.0
1748,000874_03_01,0.78125,0.78125,1.0
1749,000874_03_02,0.78125,0.78125,1.0
1750,000876_01_01,0.779297,0.779297,1.0
1751,000877_01_01,0.5976560000000001,0.5976560000000001,1.0
1752,000877_03_02,0.625,0.625,1.0
1753,000877_04_02,0.585938,0.585938,1.0
1754,000879_01_02,0.78125,0.78125,1.0
1755,000879_01_03,0.78125,0.78125,1.0
1756,000879_02_02,0.8164060000000001,0.8164060000000001,1.0
1757,000879_02_03,0.8164060000000001,0.8164060000000001,1.0
1758,000879_03_02,0.765625,0.765625,1.0
1759,000879_04_02,0.732422,0.732422,1.0
1760,000881_04_01,0.863281,0.863281,1.0
1761,000881_05_01,0.742188,0.742188,1.0
1762,000881_06_02,0.703125,0.703125,1.0
1763,000881_07_01,0.78125,0.78125,1.0
1764,000881_08_01,0.664062,0.664062,1.0
1765,000882_02_01,0.658203,0.658203,1.0
1766,000882_03_01,0.6132810000000001,0.6132810000000001,1.0
1767,000882_04_02,0.6914060000000001,0.6914060000000001,1.0
1768,000882_05_02,0.8164060000000001,0.8164060000000001,1.0
1769,000884_02_02,0.664062,0.664062,1.0
1770,000884_04_02,0.7809999999999999,0.7809999999999999,1.0
1771,000884_05_01,0.78125,0.78125,1.0
1772,000884_05_02,0.78125,0.78125,1.0
1773,000885_02_01,0.820312,0.820312,1.0
1774,000886_01_01,0.782,0.782,1.0
1775,000886_01_02,0.488,0.488,1.0
1776,000886_02_01,0.898438,0.898438,1.0
1777,000888_01_01,0.820312,0.820312,1.0
1778,000888_01_02,0.820312,0.820312,1.0
1779,000889_05_02,0.976562,0.976562,1.0
1780,000891_01_01,0.820312,0.820312,1.0
1781,000892_01_01,0.742188,0.742188,1.0
1782,000893_01_02,0.546875,0.546875,1.0
1783,000893_01_03,0.546875,0.546875,1.0
1784,000893_02_01,0.546875,0.546875,1.0
1785,000893_02_02,0.546875,0.546875,1.0
1786,000893_03_02,0.5117189999999999,0.5117189999999999,1.0
1787,000893_04_02,0.585938,0.585938,1.0
1788,000893_05_01,0.5195310000000001,0.5195310000000001,1.0
1789,000894_01_01,0.625,0.625,1.0
1790,000895_01_01,0.664062,0.664062,1.0
1791,000895_02_01,0.742188,0.742188,1.0
1792,000895_03_01,0.664062,0.664062,1.0
1793,000895_04_01,0.732422,0.732422,1.0
1794,000895_05_02,0.732422,0.732422,1.0
1795,000895_06_01,0.607422,0.607422,1.0
1796,000896_01_01,0.78125,0.78125,1.0
1797,000896_02_01,0.878906,0.878906,1.0
1798,000897_01_01,0.6367189999999999,0.6367189999999999,1.0
1799,000898_01_01,0.8007810000000001,0.8007810000000001,1.0
1800,000900_03_02,0.898438,0.898438,1.0
1801,000900_04_02,0.782,0.782,1.0
1802,000900_05_01,0.8164060000000001,0.8164060000000001,1.0
1803,000900_05_02,0.8164060000000001,0.8164060000000001,1.0
1804,000900_06_02,0.78125,0.78125,1.0
1805,000900_07_02,0.859375,0.859375,1.0
1806,000900_07_03,0.859375,0.859375,1.0
1807,000901_01_02,0.7128909999999999,0.7128909999999999,1.0
1808,000901_02_02,0.742188,0.742188,1.0
1809,000901_03_02,0.782,0.782,1.0
1810,000901_04_02,0.8164060000000001,0.8164060000000001,1.0
1811,000901_05_01,0.703125,0.703125,1.0
1812,000901_06_02,0.6875,0.6875,1.0
1813,000901_07_02,0.703125,0.703125,1.0
1814,000901_09_02,0.859375,0.859375,1.0
1815,000901_10_01,0.732422,0.732422,1.0
1816,000902_04_02,0.976562,0.976562,1.0
1817,000903_01_01,0.9375,0.9375,1.0
1818,000905_01_02,0.9375,0.9375,1.0
1819,000906_01_02,0.8886719999999999,0.8886719999999999,1.0
1820,000906_03_02,0.8535159999999999,0.8535159999999999,1.0
1821,000906_04_02,0.9394530000000001,0.9394530000000001,1.0
1822,000906_05_02,0.8613280000000001,0.8613280000000001,1.0
1823,000907_01_01,0.964844,0.964844,1.0
1824,000909_01_01,0.9375,0.9375,1.0
1825,000909_05_02,0.898438,0.898438,1.0
1826,000909_06_02,0.8125,0.8125,1.0
1827,000909_07_01,0.9375,0.9375,1.0
1828,000909_07_02,0.9375,0.9375,1.0
1829,000910_01_02,0.898438,0.898438,1.0
1830,000910_02_02,0.898438,0.898438,1.0
1831,000910_03_02,0.7773439999999999,0.7773439999999999,1.0
1832,000910_04_02,0.859375,0.859375,1.0
1833,000910_05_02,0.78125,0.78125,1.0
1834,000910_06_02,0.898438,0.898438,1.0
1835,000910_07_02,0.898438,0.898438,1.0
1836,000910_07_03,0.898438,0.898438,1.0
1837,000910_08_01,0.794922,0.794922,1.0
1838,000910_09_01,0.763672,0.763672,1.0
1839,000910_09_02,0.763672,0.763672,1.0
1840,000910_11_01,0.7128909999999999,0.7128909999999999,1.0
1841,000910_11_02,0.7128909999999999,0.7128909999999999,1.0
1842,000911_01_01,0.8574219999999999,0.8574219999999999,1.0
1843,000911_02_01,0.7226560000000001,0.7226560000000001,1.0
1844,000911_04_01,0.732422,0.732422,1.0
1845,000911_05_01,0.732422,0.732422,1.0
1846,000911_05_02,0.732422,0.732422,1.0
1847,000912_06_02,0.9375,0.9375,1.0
1848,000912_07_02,0.782,0.782,1.0
1849,000912_07_03,0.782,0.782,1.0
1850,000912_08_01,0.804688,0.804688,1.0
1851,000913_01_01,0.7402340000000001,0.7402340000000001,1.0
1852,000913_01_02,0.7402340000000001,0.7402340000000001,1.0
1853,000914_01_01,0.898438,0.898438,1.0
1854,000914_02_02,0.7382810000000001,0.7382810000000001,1.0
1855,000915_02_02,0.976562,0.976562,1.0
1856,000915_03_01,0.78125,0.78125,1.0
1857,000919_02_03,0.78125,0.78125,1.0
1858,000920_01_01,0.820312,0.820312,1.0
1859,000920_01_02,0.820312,0.820312,1.0
1860,000920_02_01,0.703125,0.703125,1.0
1861,000920_03_02,0.6914060000000001,0.6914060000000001,1.0
1862,000920_03_03,0.6914060000000001,0.6914060000000001,1.0
1863,000920_04_02,0.6914060000000001,0.6914060000000001,1.0
1864,000920_05_02,0.8164060000000001,0.8164060000000001,1.0
1865,000920_05_03,0.8164060000000001,0.8164060000000001,1.0
1866,000920_06_02,0.8164060000000001,0.8164060000000001,1.0
1867,000920_06_03,0.8164060000000001,0.8164060000000001,1.0
1868,000920_07_02,0.705,0.705,1.0
1869,000920_08_02,0.8164060000000001,0.8164060000000001,1.0
1870,000921_01_02,0.742188,0.742188,1.0
1871,000921_02_01,0.6914060000000001,0.6914060000000001,1.0
1872,000921_04_01,0.648438,0.648438,1.0
1873,000923_01_01,0.664062,0.664062,1.0
1874,000923_02_01,0.732422,0.732422,1.0
1875,000924_01_02,0.8574219999999999,0.8574219999999999,1.0
1876,000927_01_01,0.705078,0.705078,1.0
1877,000928_01_01,0.851562,0.851562,1.0
1878,000928_02_01,0.8007810000000001,0.8007810000000001,1.0
1879,000929_01_02,0.695312,0.695312,1.0
1880,000930_01_02,0.898438,0.898438,1.0
1881,000930_01_03,0.898438,0.898438,1.0
1882,000930_02_02,0.859375,0.859375,1.0
1883,000931_01_02,0.7128909999999999,0.7128909999999999,1.0
1884,000931_02_02,0.6914060000000001,0.6914060000000001,1.0
1885,000932_01_01,0.6914060000000001,0.6914060000000001,1.0
1886,000932_02_02,0.6347659999999999,0.6347659999999999,1.0
1887,000932_03_02,0.654297,0.654297,1.0
1888,000932_05_01,0.585938,0.585938,1.0
1889,000932_06_01,0.732422,0.732422,1.0
1890,000933_01_01,0.65625,0.65625,1.0
1891,000933_02_01,0.585938,0.585938,1.0
1892,000934_02_02,0.665,0.665,1.0
1893,000935_01_01,0.6914060000000001,0.6914060000000001,1.0
